id,class,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-size,gill-color,stalk-shape,stalk-color-above-ring,stalk-color-below-ring,veil-color,habitat
495,e,b,s,y,a,f,b,k,e,w,w,w,m
496,e,f,f,w,n,f,b,h,t,w,w,w,g
497,e,f,y,n,a,f,b,p,e,w,w,w,g
498,e,x,y,w,a,f,b,n,e,,w,w,g
499,e,b,s,y,l,f,b,w,e,w,w,w,m
500,e,x,s,y,a,f,b,w,e,w,w,w,g
501,e,b,y,y,a,f,b,g,e,w,w,w,g
502,e,x,s,w,l,f,b,g,e,w,w,w,m
503,e,b,s,y,a,f,b,w,e,w,w,w,m
504,e,b,y,y,a,f,b,w,e,w,w,w,g
505,p,x,s,n,p,f,n,n,e,w,w,w,g
506,e,x,s,g,n,f,b,p,,,w,w,g
507,e,f,s,n,n,f,b,p,t,w,w,w,g
508,e,x,f,w,a,f,n,n,t,w,w,w,d
509,e,f,f,g,n,f,n,p,e,w,w,w,u
510,e,f,f,n,n,f,n,k,e,w,w,w,u
511,e,b,y,y,a,f,b,k,e,w,w,w,g
512,e,x,f,w,a,f,n,n,t,w,w,w,d
513,e,s,f,g,n,f,n,n,e,w,w,w,u
514,e,x,f,n,n,f,n,k,e,w,w,w,u
515,e,x,f,w,n,f,b,h,t,w,w,w,g
516,e,x,y,n,,f,b,n,e,w,w,w,p
517,e,b,s,y,a,f,b,k,e,w,w,w,g
518,e,x,y,w,l,f,b,k,e,w,w,w,g
519,e,x,y,y,a,f,b,k,e,w,w,w,g
520,e,x,s,w,l,f,b,w,e,w,w,w,m
521,e,b,s,w,l,f,b,n,e,w,w,w,g
522,e,f,y,y,a,f,b,p,e,w,w,w,p
523,p,x,s,n,p,f,n,n,e,w,w,w,u
524,e,f,f,g,n,f,n,n,e,w,w,w,u
525,e,b,s,y,l,f,b,w,e,w,w,w,g
526,e,f,y,n,a,f,b,w,e,w,w,w,p
527,e,x,s,y,a,f,b,k,e,w,w,w,m
528,e,x,f,n,n,f,n,k,e,w,w,w,u
529,e,f,y,y,a,f,b,w,e,w,w,w,p
530,e,x,y,n,a,f,b,n,e,w,w,w,p
531,e,x,s,w,a,f,b,n,e,w,w,w,g
532,p,x,y,w,p,f,n,n,e,w,w,w,g
533,e,f,y,n,l,f,b,w,e,w,w,w,p
534,p,f,s,n,p,f,n,k,e,w,w,w,g
535,e,x,f,w,n,f,b,k,t,w,w,w,g
536,e,b,y,w,a,f,b,k,e,w,w,w,m
537,e,s,f,n,n,f,n,p,e,w,w,w,u
538,e,x,y,y,l,f,b,g,e,w,w,w,m
539,e,f,s,w,a,f,n,p,t,w,w,w,d
540,e,x,s,y,a,f,b,n,e,w,w,w,m
541,e,f,f,g,n,f,b,p,t,w,w,w,g
542,p,x,y,w,p,f,n,n,e,w,w,w,g
543,e,x,y,y,a,f,b,p,e,w,w,w,g
544,e,f,f,n,n,f,b,n,t,w,w,w,g
545,e,x,s,w,a,f,b,w,e,w,w,w,m
546,e,b,y,y,l,f,b,g,e,w,w,w,m
547,e,f,f,g,n,f,n,g,e,w,w,w,u
548,e,x,f,y,l,f,n,p,t,w,w,w,d
549,e,x,s,y,a,f,b,g,e,w,w,w,m
550,e,f,f,n,n,f,n,n,e,w,w,w,u
551,e,x,f,g,n,f,b,h,t,w,w,w,g
552,e,x,y,y,l,f,b,p,e,w,w,w,p
553,e,f,s,w,l,f,n,p,t,w,w,w,d
554,e,x,s,y,l,f,b,k,e,w,w,w,g
555,e,f,y,y,a,f,b,p,e,w,w,w,p
556,p,x,y,n,p,f,n,k,e,w,w,w,u
557,e,x,f,w,l,f,n,w,t,w,w,w,d
558,e,x,s,w,l,f,b,w,e,w,w,w,g
559,e,x,y,y,a,f,b,g,e,w,w,w,m
560,e,b,s,y,a,f,b,g,e,w,w,w,g
561,e,x,s,y,a,f,n,w,t,w,w,w,d
562,e,x,s,y,a,f,n,n,t,w,w,w,d
563,e,x,f,w,n,f,b,n,t,w,w,w,g
564,e,b,s,w,a,f,b,w,e,w,w,w,m
565,p,x,y,w,p,f,n,w,e,w,w,w,g
566,e,x,y,y,a,f,b,g,e,w,w,w,g
567,e,f,s,g,n,f,b,k,t,w,w,w,g
568,p,x,s,n,p,f,n,n,e,w,w,w,g
569,e,b,y,w,a,f,b,w,e,w,w,w,m
570,e,x,s,w,a,f,b,k,e,w,w,w,m
571,e,f,f,y,l,f,n,n,t,w,w,w,d
572,e,x,s,y,a,f,b,k,e,w,w,w,g
573,e,b,y,w,l,f,b,w,e,w,w,w,g
574,e,x,y,n,a,f,b,w,e,w,w,w,g
575,e,x,s,y,l,f,b,w,e,w,w,w,g
576,e,x,f,n,n,f,n,p,e,w,w,w,u
577,e,x,s,y,l,f,b,n,e,,w,w,g
578,e,x,y,y,l,f,b,w,e,w,w,w,g
579,p,x,s,n,p,f,n,w,e,w,w,w,g
580,e,x,s,w,a,f,b,g,e,w,w,w,m
581,e,x,s,y,a,f,b,w,e,w,w,w,m
582,e,x,y,w,l,f,b,k,e,w,w,w,g
583,e,x,y,y,a,f,b,n,e,w,w,w,g
584,e,f,y,y,a,f,b,w,e,w,w,w,g
585,e,x,y,w,a,f,b,k,e,w,w,w,m
586,e,s,f,g,n,f,n,g,e,w,w,w,u
587,e,f,f,n,n,f,n,n,e,w,w,w,u
588,e,s,f,g,n,f,,n,e,w,w,w,u
589,e,x,y,w,a,f,b,n,e,w,w,w,m
590,p,x,s,w,p,f,n,k,e,w,w,w,u
591,e,x,s,g,n,f,b,h,t,w,w,w,g
592,e,x,y,y,l,f,b,g,e,w,w,w,g
593,p,x,y,w,p,f,n,k,e,w,w,w,g
594,e,x,s,y,a,f,b,g,e,w,w,w,m
595,p,x,s,n,p,f,n,p,e,w,w,w,u
596,e,b,s,y,l,f,b,n,e,w,w,w,m
597,e,b,y,w,l,f,b,g,e,w,w,w,m
598,p,x,y,w,p,f,n,p,e,w,w,w,g
599,p,x,s,n,p,f,n,n,e,w,w,w,u
600,e,x,s,g,n,f,b,n,t,w,w,w,g
601,e,x,y,n,l,f,b,w,e,w,w,w,g
602,e,f,f,w,n,f,b,k,t,w,w,w,g
603,e,f,y,n,l,f,b,n,e,w,w,w,p
604,e,b,y,w,l,f,b,w,e,w,w,w,m
605,e,b,s,w,a,f,b,n,e,w,w,w,g
606,e,x,s,g,n,f,b,n,t,w,w,w,g
607,e,f,y,n,a,f,,n,e,w,w,w,g
608,e,x,s,w,l,f,b,w,e,w,w,w,m
609,e,f,f,g,n,f,n,n,e,w,w,w,u
610,e,f,s,n,n,f,b,h,t,w,w,w,g
611,e,x,f,g,n,f,b,n,t,w,w,w,g
612,e,f,s,w,n,f,b,p,t,w,w,w,g
613,p,x,s,w,p,f,n,k,e,w,w,w,u
614,e,x,y,y,l,f,b,p,e,w,w,w,g
615,e,b,s,w,l,f,b,g,e,w,w,w,g
616,e,f,f,g,n,f,b,p,t,w,w,w,g
617,e,b,y,w,l,f,b,g,e,w,w,w,g
618,e,b,s,y,a,f,b,n,e,w,w,w,m
619,e,s,f,g,n,f,n,n,e,w,w,w,u
620,e,f,y,y,l,f,b,p,e,w,w,w,g
621,e,b,s,w,l,f,b,w,e,w,w,w,g
622,e,x,f,w,l,f,n,n,t,w,w,w,d
623,e,f,y,y,a,f,b,n,e,w,w,w,p
624,e,f,f,g,n,f,n,p,e,w,w,,u
625,e,x,s,w,l,f,b,g,e,w,w,w,m
626,e,f,f,y,l,f,n,w,t,w,w,w,d
627,e,s,f,g,n,f,n,p,e,w,w,w,u
628,e,b,y,w,a,f,b,g,e,w,w,w,g
629,e,b,s,w,a,f,b,k,e,w,w,w,g
630,e,f,f,n,n,f,b,n,t,w,w,w,
631,e,b,y,y,a,f,b,k,e,w,w,w,m
632,e,x,f,n,n,f,b,n,t,w,g,w,d
633,e,x,y,n,l,f,b,n,e,w,w,w,g
634,e,x,y,n,,f,b,p,e,w,w,w,g
635,e,b,y,y,a,f,b,w,e,w,w,w,m
636,e,f,y,y,a,f,b,p,e,w,w,w,g
637,e,x,y,y,l,f,b,n,e,w,w,w,m
638,e,x,s,n,n,f,b,h,t,w,w,w,g
639,e,x,y,w,a,f,b,g,e,w,w,w,m
640,e,b,y,y,l,f,b,w,e,w,w,w,m
641,e,x,y,n,a,f,b,n,e,w,w,w,g
642,e,f,y,n,l,f,b,w,e,w,w,w,p
643,e,f,y,n,a,f,b,w,e,w,w,w,g
644,e,,y,y,l,f,b,n,e,w,w,w,p
645,e,x,s,y,l,f,n,n,t,w,w,w,d
646,e,b,,w,a,f,b,g,e,w,w,w,m
647,e,b,s,w,l,f,b,k,e,w,w,w,m
648,e,x,y,y,a,f,b,n,e,w,w,w,g
649,e,f,f,w,l,f,n,,t,w,w,w,d
650,e,x,s,y,a,f,b,n,e,w,w,,g
651,e,b,s,y,l,f,b,n,e,w,w,w,m
652,e,f,y,y,a,f,b,w,e,w,w,w,g
653,p,x,y,n,p,f,n,w,e,w,w,w,g
654,p,x,y,w,p,f,n,w,e,w,w,w,u
655,e,x,s,y,l,f,b,g,e,w,w,w,g
656,e,f,f,w,n,f,b,k,t,w,w,w,g
657,e,b,s,y,a,f,b,g,e,w,w,w,g
658,e,x,y,y,l,f,b,w,e,w,w,w,p
659,e,f,f,g,n,f,n,k,e,w,w,w,u
660,e,b,s,w,a,f,b,n,e,w,w,w,g
661,e,x,s,w,l,f,b,k,e,w,w,w,m
662,p,x,y,n,p,f,n,n,e,w,w,w,g
663,p,x,s,n,p,f,n,k,e,w,w,w,g
664,e,b,s,w,l,f,b,g,e,w,w,w,g
665,e,b,s,y,a,f,b,w,e,w,w,w,m
666,e,f,y,n,a,f,b,w,e,w,w,w,g
667,e,x,y,y,l,f,b,p,e,w,w,w,g
668,e,f,y,y,l,f,b,n,e,w,w,w,p
669,e,x,y,w,a,f,b,w,e,w,w,w,g
670,e,x,s,y,a,f,b,k,e,w,w,w,
671,e,f,f,n,n,f,n,p,e,w,w,w,u
672,e,f,f,n,n,f,b,p,t,w,w,w,
673,e,x,f,y,l,f,n,w,t,w,w,w,d
674,e,f,y,y,l,f,b,w,e,w,w,w,p
675,e,f,f,n,n,f,n,g,e,w,w,w,u
676,e,f,f,g,n,f,n,k,e,w,w,w,u
677,e,x,y,n,l,f,b,n,e,w,w,w,g
678,e,x,y,y,l,f,b,w,e,w,w,w,p
679,e,b,s,w,a,f,b,g,e,w,w,w,m
680,e,x,s,w,l,f,n,n,t,w,w,w,d
681,e,x,y,w,a,f,b,n,e,w,w,w,m
682,e,x,f,y,a,f,n,w,t,w,w,w,d
683,e,b,s,y,a,f,b,w,e,w,w,w,g
684,e,x,f,n,n,f,b,p,t,p,w,w,d
685,e,x,y,w,a,f,b,g,e,w,w,w,m
686,e,f,f,g,n,f,n,k,e,w,w,w,u
687,e,b,y,w,a,f,b,n,e,w,w,w,m
688,e,x,y,,l,f,b,w,e,w,w,w,m
689,e,x,s,w,a,f,b,k,e,w,w,w,g
690,e,b,s,y,a,f,b,w,e,w,w,w,g
691,e,b,y,w,l,f,b,k,e,w,w,w,g
692,e,x,y,n,a,f,b,p,e,w,w,w,p
693,e,f,s,g,n,f,b,k,t,w,w,w,g
694,p,x,y,n,p,f,n,p,e,w,w,w,g
695,e,b,y,w,a,f,b,n,e,w,w,w,g
696,e,b,s,y,a,f,b,w,e,w,w,w,m
697,p,x,y,n,p,f,n,w,e,w,w,w,g
698,p,x,s,n,p,f,n,p,e,w,w,w,u
699,e,f,s,n,n,f,b,n,t,w,w,w,g
700,p,x,s,n,p,f,n,w,e,w,w,w,g
701,e,f,f,g,n,f,b,h,t,,w,w,g
702,e,x,y,y,l,f,b,n,e,w,w,w,p
703,e,b,y,w,l,f,b,k,e,w,w,w,m
704,e,f,y,y,l,f,b,p,e,w,w,w,p
705,e,f,y,y,l,f,b,p,e,w,w,w,p
706,e,b,y,y,l,f,b,k,e,w,w,w,m
707,e,s,f,n,n,f,n,p,e,w,w,w,u
708,e,x,s,w,a,f,b,k,e,w,w,w,m
709,e,b,y,y,a,f,b,g,e,w,w,w,m
710,e,f,y,y,a,f,b,w,e,w,w,w,p
711,e,f,s,n,n,f,b,p,t,w,w,w,g
712,e,x,s,w,l,f,b,w,e,w,w,w,m
713,e,b,y,y,l,f,b,w,e,w,w,w,g
714,e,b,y,y,l,f,b,k,e,w,w,w,g
715,e,b,y,y,a,f,b,n,e,w,w,w,m
716,e,b,s,w,l,f,b,k,e,w,w,w,m
717,e,x,y,y,a,f,b,n,e,w,w,w,p
718,e,x,y,n,a,f,b,n,e,,w,w,g
719,e,s,f,n,n,f,n,g,e,w,w,w,u
720,e,f,y,n,a,f,b,n,e,w,w,w,g
721,e,x,s,w,a,f,b,k,e,w,w,w,g
722,e,f,s,y,l,f,n,w,t,w,w,w,d
723,e,x,s,n,n,f,b,p,t,w,w,w,g
724,e,f,y,y,a,f,b,n,e,w,w,w,g
725,p,x,y,n,p,f,n,k,e,w,w,w,g
726,e,x,s,w,l,f,b,w,e,w,w,w,g
727,e,x,f,,n,f,b,h,t,w,w,w,g
728,e,b,s,w,a,f,b,n,e,w,w,w,m
729,e,x,y,w,l,f,b,w,e,w,w,w,m
730,e,f,y,y,l,f,b,w,e,w,w,w,g
731,e,x,f,n,n,f,b,n,t,w,w,w,g
732,p,x,s,w,p,f,n,k,e,w,w,w,g
733,p,x,y,w,p,f,n,p,e,w,w,w,u
734,e,x,y,w,l,f,b,g,e,w,w,w,g
735,e,b,y,w,a,f,b,w,e,,w,w,g
736,e,x,f,w,a,f,n,w,,w,w,w,d
737,p,x,y,w,p,f,n,w,e,w,w,w,u
738,e,x,s,w,l,f,b,g,e,w,w,w,g
739,e,x,f,g,n,f,n,p,e,w,w,w,u
740,e,x,f,,n,f,n,p,e,w,w,w,u
741,e,b,s,w,a,f,b,n,e,w,w,w,m
742,e,x,y,n,a,f,b,p,e,w,w,w,g
743,e,b,y,w,a,f,b,k,e,w,w,w,m
744,e,f,y,y,l,f,b,n,e,w,w,w,p
745,e,x,y,w,l,f,b,n,e,w,w,w,g
746,e,b,y,w,l,f,b,w,e,w,w,w,g
747,e,b,y,w,a,f,b,w,e,w,w,w,m
748,p,x,s,n,p,f,n,w,e,w,w,w,u
749,e,f,s,y,a,f,n,n,t,w,w,w,d
750,e,x,y,n,a,f,b,n,e,w,w,w,p
751,e,b,s,y,l,f,b,k,e,w,w,w,g
752,e,f,s,w,a,f,n,n,t,w,w,w,d
753,e,b,y,,l,f,b,w,e,w,w,w,g
754,e,b,y,y,a,f,b,k,e,w,w,w,m
755,e,b,s,y,a,f,b,n,e,w,w,w,g
756,e,f,y,y,l,f,b,n,e,w,w,w,g
757,e,x,s,w,n,f,b,n,t,w,w,w,g
758,e,b,y,y,a,f,b,w,e,w,w,w,m
759,e,x,,n,a,f,b,n,e,w,w,w,p
760,e,b,s,w,,f,b,g,e,w,w,w,g
761,e,f,y,n,l,f,b,p,e,w,w,w,g
762,e,x,s,w,l,,b,g,e,w,w,w,g
763,e,x,f,n,n,f,n,g,e,w,w,w,u
764,e,x,y,n,l,f,b,w,e,w,w,w,p
765,e,f,f,g,n,f,b,k,t,,w,w,g
766,e,x,s,w,l,f,n,p,t,w,w,w,d
767,e,f,f,n,n,f,n,g,e,w,w,w,u
768,e,b,y,y,a,f,b,g,e,w,w,w,m
769,e,b,s,w,a,f,b,k,e,w,w,w,m
770,e,x,s,,a,f,b,w,e,w,w,w,g
771,e,b,s,y,l,f,b,k,e,w,w,w,m
772,e,x,y,y,a,f,b,k,e,w,w,w,m
773,e,x,s,y,a,f,n,p,t,w,w,w,d
774,e,f,f,g,n,f,b,h,t,w,w,w,g
775,e,x,y,y,a,f,b,p,e,w,w,w,g
776,p,x,y,n,p,f,n,k,e,w,w,w,u
777,e,x,y,n,a,f,b,,e,w,w,w,g
778,e,x,s,y,l,f,b,n,e,w,w,w,g
779,e,b,y,w,l,f,b,w,e,w,w,w,m
780,e,x,y,y,a,f,b,w,e,w,w,w,m
781,e,s,f,n,n,f,n,g,e,w,w,w,u
782,e,b,y,y,l,f,b,w,e,w,w,w,m
783,e,x,s,w,l,f,b,n,e,w,w,,m
784,e,x,s,w,a,f,b,w,e,w,w,w,g
785,p,x,s,n,p,f,n,w,e,w,w,w,g
786,e,x,f,n,n,f,n,n,e,w,w,w,u
787,e,x,y,y,l,f,b,w,e,w,w,w,g
788,p,x,y,n,p,f,n,k,e,w,w,w,g
789,e,x,y,y,l,,b,p,e,w,w,w,p
790,e,b,y,y,l,f,b,k,e,w,w,w,g
791,e,f,y,n,l,f,b,p,e,w,w,w,p
792,e,x,y,w,a,f,b,k,e,w,w,w,g
793,e,x,s,y,a,f,b,n,e,w,w,w,g
794,p,x,y,n,p,f,,p,e,w,w,w,
795,p,x,y,n,p,f,n,n,e,w,w,w,u
796,e,b,y,y,l,f,b,n,e,w,w,w,g
797,e,x,s,w,n,f,b,h,t,w,w,w,g
798,p,x,s,w,p,f,n,k,e,w,w,w,g
799,e,x,y,n,l,f,b,w,e,w,w,w,p
800,e,b,s,w,a,,b,n,e,w,w,w,m
801,e,x,y,y,a,f,b,w,e,w,w,w,g
802,p,x,s,n,p,f,,n,e,w,w,w,u
803,e,b,y,y,l,f,b,w,e,w,w,w,g
804,e,b,y,w,a,f,b,k,e,w,w,w,g
805,e,f,y,y,l,f,b,w,e,w,w,w,g
806,e,b,y,w,a,f,b,k,e,w,w,w,g
807,e,x,y,y,a,f,b,p,e,w,w,w,g
808,e,b,s,y,l,f,b,n,e,w,w,w,m
809,e,x,s,y,l,f,n,p,t,w,w,w,d
810,e,b,s,y,a,f,b,g,e,w,w,w,m
811,e,b,s,y,a,f,b,n,e,w,w,w,m
812,p,x,y,w,p,f,n,p,e,w,w,w,u
813,p,x,y,w,p,f,n,w,e,w,w,w,
814,p,x,s,n,p,f,n,k,e,w,w,w,u
815,e,x,s,w,a,f,b,n,e,w,w,w,m
816,e,x,y,n,a,f,b,p,e,w,w,w,g
817,e,x,y,y,a,f,b,n,e,w,w,w,g
818,e,x,s,w,a,f,n,w,t,w,w,w,d
819,e,b,y,w,l,f,b,k,e,w,w,w,g
820,e,b,s,y,l,f,b,w,e,w,w,w,m
821,e,x,f,g,n,f,n,k,e,w,w,w,u
822,e,b,s,y,a,f,b,n,e,w,w,w,m
823,e,x,s,w,l,f,b,g,e,w,w,w,g
824,e,x,y,n,a,f,b,w,e,w,w,w,p
825,e,x,y,y,l,f,b,w,e,w,w,w,m
826,e,f,f,w,l,f,n,n,t,w,w,w,d
827,e,f,f,w,a,f,n,w,t,w,w,w,d
828,e,x,s,w,l,f,b,g,e,w,w,w,m
829,e,f,s,y,l,f,n,p,t,w,w,w,d
830,e,s,f,g,n,f,n,p,e,w,w,w,u
831,e,f,f,y,a,f,n,w,t,w,w,w,d
832,e,x,y,n,l,f,b,p,e,w,w,w,g
833,e,x,y,y,l,f,b,w,e,w,w,w,g
834,e,x,y,y,l,f,b,p,e,w,w,w,p
835,p,x,s,n,p,f,n,,e,w,w,w,g
836,e,x,s,y,l,f,b,n,e,w,w,w,m
837,p,x,y,w,p,f,n,p,e,w,w,w,u
838,e,x,y,y,,f,b,w,e,w,w,w,g
839,e,x,y,w,a,f,b,w,e,w,w,w,g
840,e,f,s,y,a,f,n,w,t,w,w,w,d
841,p,x,y,n,p,f,n,w,e,w,w,w,g
842,e,b,s,w,a,f,b,n,e,w,w,w,g
843,e,s,f,g,n,f,n,n,e,w,w,w,u
844,e,x,s,y,a,f,b,g,e,w,w,w,g
845,e,x,f,g,n,f,b,k,t,w,w,w,g
846,e,x,y,y,a,f,b,n,e,w,w,w,m
847,e,b,y,w,l,f,b,g,e,w,w,w,g
848,e,b,s,y,l,f,b,k,e,w,w,w,m
849,e,x,s,w,l,f,n,w,t,w,w,w,d
850,e,b,s,w,l,f,b,k,e,w,w,w,g
851,e,f,y,n,a,f,,p,e,w,w,w,g
852,e,s,f,g,n,f,n,g,e,w,w,w,u
853,e,x,f,w,n,f,b,p,t,w,w,w,g
854,e,s,f,n,n,f,n,n,e,w,w,w,u
855,e,f,y,n,l,f,b,p,e,w,w,w,p
856,e,f,s,y,l,f,n,n,t,w,w,w,d
857,e,b,s,y,a,,b,n,e,w,w,w,g
858,e,b,s,y,a,f,b,k,,w,w,w,m
859,p,x,s,n,p,f,n,p,e,w,w,w,g
860,e,f,y,n,l,f,b,w,e,w,w,w,p
861,e,x,s,y,a,f,b,w,e,w,w,,g
862,e,f,y,y,a,f,b,p,e,,w,w,g
863,e,x,y,w,a,f,b,g,e,w,w,w,g
864,e,x,y,y,a,f,b,w,e,w,w,w,m
865,e,x,y,y,l,f,b,k,e,w,w,w,g
866,e,f,,n,n,f,n,n,e,w,w,w,u
867,e,f,y,y,l,f,b,p,e,w,w,w,p
868,e,x,f,g,n,f,n,p,,w,w,w,u
869,e,x,s,y,l,f,b,k,e,w,w,w,g
870,e,f,y,n,a,f,b,p,e,w,w,w,p
871,e,x,s,y,l,f,b,w,e,w,w,w,g
872,e,x,y,y,a,f,b,k,e,w,w,w,m
873,e,x,f,n,n,f,b,n,t,g,w,w,d
874,e,x,s,w,a,f,b,n,e,w,w,w,m
875,e,x,y,y,l,f,b,p,e,w,w,w,p
876,e,x,y,w,a,f,b,k,e,w,w,w,m
877,e,x,s,w,l,f,b,k,e,w,w,w,g
878,e,f,y,y,l,f,b,w,e,w,w,w,g
879,e,b,s,y,l,f,b,n,e,w,w,w,g
880,e,f,f,w,a,f,n,w,t,w,w,w,d
881,e,f,s,g,n,f,b,n,t,w,w,w,g
882,e,x,y,w,a,f,b,w,e,w,w,w,g
883,e,x,y,w,l,f,b,n,e,w,w,,g
884,e,f,y,y,,f,b,n,e,w,w,w,g
885,e,x,s,w,a,f,n,p,t,w,w,w,d
886,e,x,s,y,a,f,b,n,e,w,w,w,g
887,e,f,y,y,a,,b,n,e,w,w,w,g
888,e,x,y,y,a,f,b,w,e,w,w,w,p
889,e,x,s,y,l,f,b,g,e,w,w,w,g
890,e,x,f,n,n,f,b,u,t,g,p,w,d
891,e,f,y,y,l,f,b,p,e,w,w,w,g
892,e,x,s,w,a,f,b,n,e,w,w,w,g
893,e,b,s,y,a,f,b,g,e,w,w,w,m
894,e,x,s,y,l,f,b,k,e,w,w,w,m
895,e,x,y,n,l,f,b,p,e,w,w,w,g
896,e,b,y,y,a,f,b,k,e,w,w,w,g
897,e,x,s,w,l,f,b,k,e,w,w,w,m
898,e,x,y,w,l,f,b,k,e,w,w,w,m
899,e,x,s,y,l,f,b,n,e,w,w,w,g
900,e,f,y,y,l,f,b,n,e,w,w,w,p
901,e,x,f,w,n,f,b,n,t,w,w,w,g
902,e,x,s,n,n,f,b,p,t,w,w,w,g
903,e,x,s,w,n,f,b,h,t,w,w,w,g
904,e,x,s,y,l,f,b,w,e,w,w,w,m
905,e,f,f,w,n,f,b,p,t,w,w,w,g
906,p,f,s,n,p,f,n,n,e,w,w,w,g
907,e,x,f,g,n,f,b,p,t,w,w,w,g
908,p,f,y,n,p,f,n,p,e,w,w,w,u
909,p,x,s,n,p,f,n,w,e,w,w,w,g
910,e,b,s,w,l,f,b,k,e,w,w,w,g
911,e,x,f,g,n,f,b,p,t,w,w,w,g
912,e,x,s,w,l,f,b,g,e,w,w,w,g
913,e,f,f,g,n,f,b,n,t,w,w,w,g
914,e,x,s,g,n,f,b,k,t,w,w,w,g
915,e,x,s,w,a,f,b,k,e,w,w,w,g
916,e,x,s,w,l,f,b,n,e,w,w,w,m
917,e,x,y,g,n,f,b,n,t,g,w,w,d
918,e,f,f,n,n,f,b,k,t,w,w,w,g
919,e,x,s,w,n,f,b,h,t,w,w,w,g
920,e,f,f,n,n,f,b,p,t,w,w,w,g
921,e,x,s,n,n,f,b,p,t,w,w,w,g
922,e,x,y,y,l,f,b,n,e,w,w,w,g
923,e,x,s,y,l,f,n,w,t,w,w,w,d
924,e,f,f,w,n,f,b,k,t,w,w,w,g
925,e,x,s,n,n,f,b,h,t,w,w,w,g
926,e,x,s,g,n,f,b,k,t,w,w,w,g
927,p,x,y,n,,f,n,w,e,w,w,w,u
928,e,x,f,g,n,,n,k,e,w,w,w,u
929,e,b,s,w,a,f,b,n,e,w,w,w,m
930,e,x,s,g,n,f,b,h,t,w,w,w,g
931,e,f,f,g,n,f,b,n,t,w,w,w,g
932,p,f,s,n,p,f,n,n,e,w,w,w,g
933,e,,s,y,l,f,b,k,e,w,w,w,g
934,e,x,f,n,n,f,n,n,e,w,w,w,u
935,e,f,s,w,n,f,b,p,t,w,w,w,g
936,e,x,y,y,a,f,b,w,e,w,w,w,m
937,e,x,f,n,n,f,b,p,t,w,w,w,g
938,e,f,s,g,n,f,b,n,t,w,w,w,g
939,e,x,y,e,n,f,b,u,t,g,p,w,d
940,e,b,y,y,a,,b,n,e,w,w,w,g
941,e,x,f,w,n,f,b,n,t,w,w,w,g
942,p,x,s,w,p,f,n,w,e,w,w,w,g
943,e,x,f,g,n,f,b,p,t,w,w,w,g
944,e,f,f,g,n,f,b,n,t,w,g,w,d
945,e,f,f,n,n,f,b,h,t,w,w,w,g
946,e,f,f,w,n,f,b,n,t,w,w,w,g
947,e,b,y,w,l,f,b,w,e,w,w,w,g
948,e,f,f,n,n,f,b,n,t,w,w,w,g
949,p,f,y,n,p,f,n,w,e,w,w,w,u
950,p,x,y,w,p,f,n,w,e,w,w,w,u
951,e,b,s,y,l,f,b,n,e,w,w,w,g
952,e,f,s,g,n,f,b,h,t,w,w,w,g
953,e,x,f,g,n,f,b,n,t,w,w,w,g
954,e,f,f,n,n,f,b,h,t,w,w,w,g
955,e,b,s,w,l,f,b,k,e,w,w,w,m
956,p,x,s,w,p,f,n,w,e,w,w,w,u
957,e,x,y,n,n,f,b,,t,p,p,w,d
958,e,f,f,w,l,f,n,n,t,w,w,w,d
959,e,x,y,y,l,f,b,k,e,w,w,w,m
960,e,x,f,n,n,f,b,n,t,,w,w,g
961,e,f,f,w,n,f,b,h,t,w,w,w,g
962,e,x,f,n,n,f,b,n,t,g,p,w,d
963,e,x,f,n,n,f,b,n,t,p,g,w,d
964,e,f,s,g,n,f,b,k,t,w,w,w,g
965,e,f,s,g,n,f,b,n,t,w,w,w,g
966,p,f,s,n,p,f,n,w,e,w,w,w,g
967,e,x,f,n,n,f,b,n,t,w,,w,d
968,e,x,s,n,n,f,b,k,t,w,w,w,g
969,e,x,f,w,n,f,b,k,t,w,w,w,g
970,e,f,f,n,n,f,b,n,t,w,w,w,g
971,e,x,f,n,n,,b,n,t,p,w,w,d
972,e,f,f,n,n,f,b,n,t,p,w,w,d
973,e,x,f,g,n,f,b,n,t,,w,w,g
974,e,f,f,n,n,f,b,u,t,p,w,w,d
975,e,x,s,g,n,f,b,p,t,w,w,w,g
976,e,b,y,w,l,f,b,n,e,w,w,w,g
977,e,x,f,n,n,f,b,n,t,p,p,w,d
978,e,x,y,y,l,f,b,k,e,w,w,w,g
979,e,f,f,g,n,f,b,p,t,w,w,w,g
980,e,f,f,n,n,f,b,u,t,p,p,w,d
981,e,x,s,y,l,f,b,g,e,w,w,w,m
982,e,f,f,g,n,f,b,h,t,w,w,w,g
983,e,x,f,n,n,,b,k,t,w,w,w,g
984,p,,s,w,p,f,n,n,e,w,w,w,u
985,e,x,f,w,n,f,b,n,t,w,w,w,g
986,e,f,f,w,n,f,b,n,t,w,w,w,g
987,e,x,s,w,n,f,b,n,t,w,w,w,g
988,e,x,s,g,n,f,b,k,t,w,w,w,g
989,e,x,y,y,l,f,b,n,e,w,w,w,g
990,e,x,s,y,l,f,b,n,e,w,w,w,m
991,e,x,s,g,n,f,b,p,t,w,w,w,g
992,e,x,s,n,n,f,b,p,t,w,w,w,g
993,e,f,f,n,n,f,n,n,e,w,w,w,u
